Rank,Company,Growth,Industry,Revenue ($M),State,City,Metro,Times on List
54,QEO Group,"4,978%",Insurance,58.76,Texas,Irving,Dallas,2
55,Dropified,"4,971%",Business Products & Services,5.09,Alabama,Birmingham,Birmingham,1
56,Sparx Hockey,"4,916%",Consumer Products & Services,7.96,Massachusetts,Acton,Boston,1
57,TrueChoicePack,"4,908%",Consumer Products & Services,7.78,Ohio,Mason,Cincinnati,1
58,Ooze Wholesale,"4,899%",Consumer Products & Services,25.93,Michigan,Oak Park,Detroit,1
59,Progyny,"4,838%",Health,107.60,New York,New York,New York,2
60,Pax8,"4,820%",Software,42.36,Colorado,Greenwood Village,Denver,2
61,Terminus,"4,730%",Software,21.46,Georgia,Atlanta,Atlanta,1
62,Chomps,"4,469%",Food & Beverage,20.97,Florida,Naples,"Naples-Marco Island,FL",2
63,Rad Power Bikes,"4,442%",Manufacturing,44.63,Washington,Seattle,Seattle,1
64,TradePending,"4,430%",Software,5.76,North Carolina,Chapel Hill,"Durham-Chapel Hill,NC",1
65,West Creek Financial,"4,405%",Financial Services,89.68,Virginia,Glen Allen,Richmond,1
66,CityLift Parking,"4,402%",Construction,10.73,California,Oakland,San Francisco,1
67,Associated Veterans,"4,346%",Government Services,12.79,Virginia,Arlington,"Washington,DC",2
68,Fetch Rewards,"4,323%",Software,9.04,Wisconsin,Madison,Madison,1
69,10X Genomics,"4,309%",Health,146.31,California,Pleasanton,San Francisco,1
70,4th & Heart,"4,283%",Food & Beverage,14.33,California,Venice Beach,Los Angeles,1
71,GreenPrint,"4,281%",Energy,6.19,Georgia,Atlanta,Atlanta,1
72,Sky Marketing Corporation,"4,280%",Consumer Products & Services,4.71,Texas,Austin,Austin,1
73,Pendo,"4,267%",Software,20.92,North Carolina,Raleigh,Raleigh,1
74,Core Software Technologies,"4,247%",Software,4.57,New Jersey,Plainsboro,New York,3
75,EcoSystems,"4,234%",Environmental Services,6.67,Florida,Miami,Miami,1
76,Brickell Men's Products,"4,208%",Health,10.03,Maine,Portland,Portland,1
77,Patton Warehousing,"4,138%",Logistics & Transportation,8.20,Pennsylvania,Milton,"Sunbury,PA",1
78,SydanTech,"4,091%",Government Services,4.31,Maryland,Bethesda,"Washington,DC",1
79,WT Stevens Construction,"4,090%",Construction,7.19,Michigan,Flint,"Flint,MI",1
80,Wandrd,"4,088%",Consumer Products & Services,4.71,Utah,Orem,Provo,1
81,Confidio,"4,035%",Health,16.26,Maryland,Towson,Baltimore,1
82,Dynamic Logistix,"3,840%",Logistics & Transportation,54.43,Kansas,Overland Park,Kansas City,1
83,Asset Panda,"3,779%",Software,5.09,Texas,Frisco,Dallas,2
83,SeaBay Building Group,"3,775%",Construction,25.81,California,Hayward,San Francisco,1
84,Blue Fire Leads,"3,728%",Advertising & Marketing,8.95,Utah,Provo,Provo,2
85,Loanatik,"3,692%",Financial Services,9.04,Arizona,Phoenix,Phoenix,1
86,SupportNinja,"3,684%",Business Products & Services,4.46,Texas,Austin,Austin,1
87,Grove Collaborative,"3,665%",Consumer Products & Services,104.11,California,San Francisco,San Francisco,2
88,CISOSHARE,"3,623%",Security,3.94,California,San Juan Capistrano,Los Angeles,1
89,DigitalOnUS,"3,535%",IT System Development,10.37,California,San Jose,San Jose,2
90,GForce Life Sciences,"3,532%",Human Resources,14.44,Illinois,Chicago,Chicago,2
91,Capitol Bridge,"3,469%",Government Services,6.41,Virginia,Arlington,"Washington,DC",2
92,Kentucky Counseling Center,"3,418%",Health,4.89,Kentucky,LOUISVILLE,Louisville,1
93,Shefit,"3,400%",Retail,6.57,Michigan,Hudsonville,"Holland-Grand Haven,MI",2
94,US Mobile,"3,388%",Telecommunications,7.27,New York,White Plains,New York,1
95,Feedonomics,"3,371%",Advertising & Marketing,7.43,California,Woodland Hills,Los Angeles,1
96,Amenity Health,"3,358%",Health,15.27,California,San Diego,San Diego,1
97,Payability,"3,350%",Financial Services,13.69,New York,New York,New York,1
98,Eagle Transport and Logistics,"3,340%",Logistics & Transportation,4.77,Ohio,Columbus,Columbus,1
99,ShipBob,"3,326%",Logistics & Transportation,34.24,Illinois,Chicago,Chicago,1
100,Powerhome Solar,"3,307%",Construction,102.92,North Carolina,Mooresville,"Statesville-Mooresville,NC",2
101,LendingOne,"3,279%",Financial Services,13.93,Florida,Boca Raton,Miami,1
102,OwnBackup,"3,245%",Software,9.04,New Jersey,Fort Lee,New York,1
103,Invictus International Consulting,"3,215%",Government Services,33.02,Virginia,Alexandria,"Washington,DC",1
104,Go Energistics,"3,210%",Construction,14.43,Texas,Dallas,Dallas,1
105,Total Expert,"3,206%",Financial Services,11.14,Minnesota,St. Louis Park,Minneapolis,2
106,BuzzyBooth,"3,201%",Business Products & Services,3.49,California,Culver City,Los Angeles,1
107,Carolin Soldo Coaching & Events,"3,179%",Business Products & Services,3.93,New York,Hamburg,"Buffalo-Niagara Falls,NY",1
108,Cognira,"3,136%",Software,7.59,Georgia,Atlanta,Atlanta,1
109,B3 Group,"3,134%",IT Management,59.31,Virginia,Herndon,"Washington,DC",3
110,Inspiranza Designs,"3,099%",Retail,4.72,Illinois,Columbia,St. Louis,2
111,OnesourcePCS,"3,051%",Government Services,7.85,Florida,PENSACOLA,Pensacola,1
112,CIENCE Technologies,"3,050%",Advertising & Marketing,3.80,California,Solana Beach,San Diego,1
113,Restore Hyper Wellness,"3,031%",Health,5.14,Texas,Austin,Austin,1
114,Sweet Loren's,"3,026%",Food & Beverage,6.41,New York,New York,New York,1
115,Copper,"3,023%",Software,19.02,California,San Francisco,San Francisco,1
116,5 Star Roofing and Restoration,"2,994%",Construction,3.32,Alabama,Birmingham,Birmingham,1
117,DigitalCrafts,"2,957%",Education,3.13,Georgia,Atlanta,Atlanta,1
118,LoadUp Technologies,"2,939%",Logistics & Transportation,3.67,Georgia,Atlanta,Atlanta,1
119,SkillSet Group,"2,911%",Human Resources,23.63,California,Santa Ana,Los Angeles,2
120,Ally Logistics,"2,872%",Logistics & Transportation,25.83,Michigan,Grand Rapids,"Grand Rapids-Kentwood,MI",1
121,BAMFi,"2,861%",Financial Services,12.34,Georgia,Atlanta,Atlanta,1
122,Potoo,"2,813%",Business Products & Services,6.56,Connecticut,Norwalk,Bridgeport,1
123,Parsons Xtreme Golf,"2,805%",Consumer Products & Services,78.96,Arizona,Scottsdale,Phoenix,1
124,Onfleet,"2,795%",Logistics & Transportation,3.46,California,San Francisco,San Francisco,1
125,PatientPop,"2,782%",Health,38.77,California,Santa Monica,Los Angeles,1
126,Gravity IT Resources,"2,774%",Business Products & Services,4.69,Florida,Fort Lauderdale,Miami,1
127,MedLab International,"2,743%",Health,3.19,Ohio,Cortland,Youngstown,1
128,Equity & Help,"2,729%",Real Estate,3.18,Florida,Clearwater,Tampa,1
129,Ridgeline International,"2,729%",Telecommunications,29.98,Virginia,Tysons Corner,"Washington,DC",1
130,China Metal Solutions,"2,705%",Manufacturing,3.07,Illinois,Chicago,Chicago,1
131,BlueSky Resource Solutions,"2,697%",Business Products & Services,6.66,Georgia,Atlanta,Atlanta,1
132,Centauri Health Solutions,"2,694%",Health,84.77,Arizona,scottsdale,Phoenix,1
133,CellTrade NY,"2,690%",Consumer Products & Services,12.45,New York,Hicksville,New York,1
134,Exabeam,"2,679%",Security,38.80,California,San Mateo,San Francisco,2
135,Kinsmen Group,"2,668%",Software,4.03,Pennsylvania,West Chester,Philadelphia,1
136,Owens Recovery Science,"2,657%",Health,5.44,Texas,San Antonio,San Antonio,1
137,WinIt,"2,636%",Consumer Products & Services,6.47,New York,New York,New York,1
138,Techolution,"2,634%",IT System Development,9.81,New York,New York,New York,1
139,Solvix Solutions,"2,624%",Computer Hardware,20.36,New Jersey,Marlton,Philadelphia,2
140,LoveBug Probiotics,"2,621%",Consumer Products & Services,3.11,New York,New York,New York,1
141,Nationwide Pharmaceutical,"2,618%",Government Services,7.05,Texas,San Antonio,San Antonio,1
142,Freedom Forever,"2,603%",Energy,101.07,California,Temecula,Inland Empire,2
143,Alpha Omega Integration,"2,596%",Government Services,25.06,Virginia,Vienna,"Washington,DC",2
144,Arsenal Strength,"2,579%",Business Products & Services,4.70,Tennessee,Knoxville,"Knoxville,TN",1
145,Capital Brand Group,"2,564%",Construction,3.51,Maryland,Silver Spring,"Washington,DC",1
146,FedWriters,"2,556%",Government Services,5.38,Virginia,Fairfax,"Washington,DC",2
147,Sethmar Transportation,"2,540%",Logistics & Transportation,9.24,Kansas,Overland Park,Kansas City,1
148,Hyperion Partners,"2,526%",Telecommunications,18.50,Nevada,Las Vegas,Las Vegas,2
149,Arcalea,"2,514%",Advertising & Marketing,2.80,Illinois,Chicago,Chicago,1
150,Haga Kommer,"2,507%",Financial Services,5.47,North Dakota,Fargo,"Fargo-ND,MN",2
151,Waggl,"2,482%",Software,4.38,California,Sausalito,San Francisco,1
152,Roman Roofing,"2,482%",Construction,21.75,Florida,Florida,Cape Coral,1
153,Akumina,"2,475%",Software,4.45,New Hampshire,Nashua,Manchester,1
154,ShipMonk,"2,470%",Logistics & Transportation,28.41,Florida,Deerfield Beach,Miami,2
155,BrillMedia.co,"2,466%",Advertising & Marketing,3.98,California,Lake Balboa,Los Angeles,1
156,Rocket Insights,"2,418%",Software,13.59,Massachusetts,Boston,Boston,1
157,Tridant Solutions,"2,416%",Government Services,3.04,California,Pasadena,Los Angeles,2
158,ESC Choice,"2,412%",Human Resources,20.59,New York,Amherst,"Buffalo-Niagara Falls,NY",8
159,Nugget,"2,392%",Consumer Products & Services,3.02,North Carolina,Hillsborough,"Durham-Chapel Hill,NC",1
160,Octopi Brewing,"2,384%",Manufacturing,4.88,Wisconsin,Waunakee,Madison,1
161,KnowBe4,"2,370%",Software,72.26,Florida,Florida,Tampa,4
162,Kinect Solar,"2,358%",Energy,13.27,Texas,Austin,Austin,1
163,ComplianceQuest,"2,357%",Software,2.51,Florida,Tampa,Tampa,1
164,DecisionPoint,"2,354%",IT Management,15.87,Maryland,Gaithersburg,"Washington,DC",1
165,Bombas,"2,345%",Consumer Products & Services,100.81,New York,New York,New York,2
166,Jonas Paul Eyewear,"2,340%",Consumer Products & Services,3.01,Michigan,Grand Rapids,"Grand Rapids-Kentwood,MI",1
167,Tamimi Pharmacy,"2,314%",Health,15.53,Florida,Temple Terrace,Tampa,1
168,Ad Hoc,"2,305%",Government Services,53.08,Maryland,Silver Spring,"Washington,DC",1
169,Valify,"2,276%",Software,3.05,Texas,Frisco,Dallas,1
170,Sapper Consulting,"2,274%",Advertising & Marketing,6.37,Missouri,St. Louis,St. Louis,2
171,Privy,"2,263%",Software,3.01,Massachusetts,Boston,Boston,1
172,Scooch,"2,248%",Consumer Products & Services,5.74,Indiana,Noblesville,Indianapolis,1
173,Monkedia,"2,240%",Advertising & Marketing,17.39,Texas,Irving,Dallas,2
174,UPshow,"2,236%",Business Products & Services,2.62,Illinois,Chicago,Chicago,1
175,CampusLogic,"2,234%",Software,14.19,Arizona,Chandler,Phoenix,3
176,PCC Cleaning and Maintenance,"2,231%",Environmental Services,12.03,New York,Brooklyn,New York,1
177,Quirk Creative,"2,205%",Advertising & Marketing,3.33,New York,Brooklyn,New York,1
178,Tricopian,"2,172%",Consumer Products & Services,6.99,California,Poway,San Diego,1
179,Efficient Home Services of Florida,"2,155%",Energy,9.90,Florida,Tampa,Tampa,1
180,Fitness Cubed,"2,142%",Manufacturing,10.34,Illinois,Chicago,Chicago,1
181,VELOX Media,"2,142%",Advertising & Marketing,3.14,Idaho,Boise,Boise City,1
182,1Link Technology,"2,138%",IT Management,4.62,Tennessee,Germantown,Memphis,1
183,Quadrant Resource,"2,123%",Software,12.77,Washington,Redmond,Seattle,2
184,MyHealth,"2,116%",Health,2.72,Georgia,Brookhaven,Atlanta,1
185,Velocity Global,"2,112%",Business Products & Services,85.80,Colorado,Denver,Denver,2
186,Oseth Group,"2,107%",Construction,5.37,Virginia,Sterling,"Washington,DC",1
187,Koia,"2,101%",Food & Beverage,8.24,California,Los Angeles,Los Angeles,1
188,Sifted,"2,099%",Food & Beverage,6.94,Georgia,Atlanta,Atlanta,1
189,PRx Performance,"2,098%",Retail,7.15,North Dakota,Fargo,"Fargo-ND,MN",2
190,Universal Yums,"2,096%",Food & Beverage,12.68,New Jersey,Parsippany-Troy Hills,New York,1
191,Bridge Brothers,"2,082%",Manufacturing,4.13,Georgia,Atlanta,Atlanta,1
192,Dynamic Systems Technology,"2,077%",Government Services,24.67,Virginia,Fairfax,"Washington,DC",4
193,Supinf Technologies,"2,077%",Government Services,4.52,Maryland,Rockville,"Washington,DC",1
194,Davis Cargo,"2,068%",Logistics & Transportation,32.94,Florida,orlando,Orlando,1
195,Polaris Energy Services,"2,047%",Energy,2.18,California,San Luis Obispo,San Luis Obispo,1
196,SetSchedule,"2,037%",Real Estate,3.62,California,Irvine,Los Angeles,1
197,L2 Defense,"2,037%",Government Services,20.81,Maryland,Middle River,Baltimore,3
198,Motivosity,"2,030%",Software,3.58,Utah,Orem,Provo,1
199,Advoc8,"2,027%",Advertising & Marketing,14.29,Washington DC,Washington,"Washington,DC",1
200,Real Plans,"2,018%",Software,3.95,California,Walnut,Los Angeles,2
201,Axiom Strategies,"2,013%",Advertising & Marketing,138.41,Missouri,Kansas City,Kansas City,1
202,Midway Staffing,"2,007%",Business Products & Services,40.48,Illinois,Berwyn,Chicago,1
203,Perfect Part,"2,004%",Telecommunications,2.34,California,North Hollywood,Los Angeles,1
204,Silverline Home Remodeling,"1,997%",Construction,2.16,California,Canoga Park,Los Angeles,1
205,Maxim Zenwise Opco,"1,987%",Consumer Products & Services,37.52,Florida,Orlando,Orlando,1
206,World Housing Solution,"1,972%",Manufacturing,5.09,Florida,Sanford,Orlando,2
207,City Ventures,"1,968%",Real Estate,113.54,Nebraska,Omaha,Omaha,2
208,Web Presence,"1,963%",Advertising & Marketing,3.88,Florida,Sarasota,Sarasota,1
209,EnergyEarth,"1,953%",Advertising & Marketing,22.32,Tennessee,Chattanooga,Chattanooga,1
210,Empowered Electric,"1,944%",Construction,3.57,Missouri,North Kansas City,Kansas City,1
211,Bookkeeper Business Launch,"1,940%",Education,4.37,Wyoming,Cheyenne,"Cheyenne,WY",1
212,Noom,"1,938%",Health,61.10,New York,New York,New York,1
213,Zenith Engineers,"1,924%",Engineering,2.74,California,Hayward,San Francisco,2
214,Let's Make A Lead,"1,919%",Business Products & Services,4.14,Florida,Miami,Miami,1
215,Momentum Solar,"1,917%",Energy,161.81,New Jersey,South Plainfield,New York,4
216,Radius Networks,"1,915%",Software,31.46,Washington DC,Washington,"Washington,DC",2
217,Fattmerchant,"1,915%",Financial Services,4.51,Florida,Orlando,Orlando,1
218,Infinium Group,"1,905%",Human Resources,3.46,California,Murrieta,Inland Empire,1
219,MEMORY.NET,"1,901%",Computer Hardware,18.68,California,San Clemente,Los Angeles,1
220,FactoryPure,"1,883%",Retail,6.08,Texas,San Antonio,San Antonio,1
221,Untappd,"1,882%",Software,10.01,North Carolina,Wilmington,"Wilmington,NC",3
222,MikMak,"1,878%",Advertising & Marketing,2.74,New York,New York,New York,1
223,Fusion Recruiting Labs,"1,852%",Software,7.66,New Jersey,Red Bank,New York,1
224,Office Libations,"1,844%",Food & Beverage,4.48,California,Oakland,San Francisco,1
225,Broker Online Exchange,"1,838%",Energy,8.20,New York,Suffern,New York,1
226,ODL Services,"1,821%",Government Services,6.64,Virginia,Virginia Beach,Virginia Beach,2
227,Platinum Health,"1,814%",Health,10.74,Florida,Orlando,Orlando,1
228,Avelead,"1,809%",IT System Development,7.16,Georgia,Suwanee,Atlanta,2
229,CMG-Midwest,"1,802%",Construction,2.58,Missouri,Cleveland,Kansas City,1
230,Quince Orchard Psychotherapy,"1,797%",Health,2.92,Maryland,Gaithersburg,"Washington,DC",1
231,RedShelf,"1,797%",Education,46.19,Illinois,Chicago,Chicago,2
232,TransAmerica Express Logistics,"1,796%",Logistics & Transportation,120.46,California,Sacramento,Sacramento,1
233,Flipcause,"1,792%",Software,4.74,California,Oakland,San Francisco,1
234,Simply NUC,"1,790%",Computer Hardware,11.99,Texas,Round Rock,Austin,1
235,Virtual Machine Solutions,"1,790%",IT Management,2.27,California,Los Angeles,Los Angeles,1
236,Gateway Genomics,"1,786%",Health,4.34,California,La Jolla,San Diego,1
237,Strativia,"1,781%",Government Services,11.15,Maryland,Largo,"Washington,DC",1
238,ClockShark,"1,775%",Software,3.56,California,Chico,"Chico,CA",1
239,TriFold,"1,766%",Manufacturing,7.27,Ohio,Columbus,Columbus,1
240,Energy Ogre,"1,763%",Consumer Products & Services,6.31,Texas,Houston,Houston,1
241,D. Ott Construction,"1,759%",Construction,3.29,Pennsylvania,Lancaster,Lancaster,1
242,Medisuite,"1,738%",Health,2.10,North Carolina,Cary,Raleigh,1
243,MYTA Technologies,"1,734%",Human Resources,5.29,Maryland,Bethesda,"Washington,DC",1
244,Deal Partners,"1,733%",Consumer Products & Services,26.30,Florida,Doral,Miami,3
245,Tier4 Group,"1,729%",Business Products & Services,4.59,Georgia,Atlanta,Atlanta,1
246,IES,"1,727%",Manufacturing,13.38,Colorado,LaSalle,"Greeley,CO",1
247,ResiCap,"1,724%",Real Estate,467.35,Georgia,Atlanta,Atlanta,2
248,Transcend Security Solutions,"1,713%",Security,8.28,Arizona,Phoenix,Phoenix,1
249,GlobalTex USA,"1,710%",Business Products & Services,2.35,Florida,Miami,Miami,1
250,Vespa Group,"1,703%",IT System Development,4.36,Indiana,Indianapolis,Indianapolis,1
251,Bridgewater Homes,"1,700%",Construction,46.22,Colorado,Loveland,Fort Collins,2
252,Park Financial Group,"1,699%",Financial Services,7.42,Minnesota,Minneapolis,Minneapolis,1
253,Chronovo,"1,693%",Insurance,3.72,Massachusetts,Burlington,Boston,1
254,Maverick Media Ventures,"1,693%",Consumer Products & Services,3.08,Idaho,Garden City,Boise City,1
255,Kortx,"1,686%",Advertising & Marketing,10.55,Michigan,Royal Oak,Detroit,1
256,Bawla Consulting,"1,682%",Human Resources,10.11,New York,Valley Stream,New York,1
257,Pawstruck,"1,677%",Retail,8.83,California,Long Beach,Los Angeles,2
258,Blue Raven Solar,"1,673%",Energy,58.79,Utah,American Fork,Provo,1
259,woom bikes USA,"1,666%",Consumer Products & Services,7.24,Texas,Austin,Austin,1
260,Mixt Solutions,"1,662%",Consumer Products & Services,3.67,Ohio,Plain City,Columbus,1
261,ThrivePass,"1,654%",Health,4.24,Colorado,Denver,Denver,1
262,Premier Health Solutions,"1,653%",Insurance,8.48,Texas,Frisco,Dallas,1
263,Impact Analytics,"1,652%",Business Products & Services,4.73,Maryland,Linthicum-MD 21090,Baltimore,2
264,Hemper,"1,651%",Consumer Products & Services,4.53,New York,HAUPPAUGE,New York,1
265,Intermex,"1,650%",Travel & Hospitality,2.65,California,hacienda heights,Los Angeles,1
266,PatientBond,"1,648%",IT System Development,2.21,Illinois,Elmhurst,Chicago,1
267,Ginn Group,"1,636%",Real Estate,71.56,Washington,Vancouver,Portland,1
268,PANTHERX Rare,"1,635%",Health,726.07,Pennsylvania,Pittsburgh,Pittsburgh,4
269,Factorial Digital,"1,627%",Advertising & Marketing,2.66,South Carolina,Mount Pleasant,Charleston,1
270,T-Rex Solutions,"1,622%",Government Services,259.36,Maryland,Greenbelt,"Washington,DC",4
271,Toops,"1,621%",Retail,7.69,Illinois,Evanston,Chicago,1
272,InfuseMedia,"1,609%",Advertising & Marketing,8.61,Massachusetts,NEWTON CENTER,Boston,2
273,Teachable,"1,606%",Software,13.98,New York,New York,New York,1
274,Squadhelp.com,"1,601%",Business Products & Services,2.97,Illinois,Hoffman Estates,Chicago,2
275,Take2 Consulting,"1,600%",IT Management,18.44,Virginia,Vienna,"Washington,DC",1
276,Epion Health,"1,599%",Software,4.09,New Jersey,Hoboken,New York,1
277,Gotcha Media Holdings,"1,572%",Logistics & Transportation,8.40,South Carolina,Charleston,Charleston,2
278,Kyzen Consulting Services,"1,570%",IT System Development,5.52,Maryland,Gaithersburg,"Washington,DC",4
279,CheckedUp,"1,568%",Health,5.24,New York,New York,New York,2
280,Cultivate Advisors,"1,558%",Business Products & Services,3.41,Illinois,Chicago,Chicago,1
281,Advisors Education,"1,554%",Education,2.29,Florida,Jacksonville,Jacksonville,1
282,Recleim,"1,554%",Environmental Services,40.94,Georgia,Atlanta,Atlanta,3
283,Maddox Industrial Transformer,"1,553%",Manufacturing,13.71,South Carolina,Simpsonville,Greenville,1
284,Mako Medical Laboratories,"1,549%",Health,93.89,North Carolina,Raleigh,Raleigh,1
285,AlertMedia,"1,549%",Software,4.90,Texas,Austin,Austin,1
286,Southern Veterinary Partners,"1,545%",Health,113.49,Alabama,Birmimgham,Birmingham,2
287,Flexicrew Technical Services,"1,541%",Human Resources,2.65,Louisiana,Metairie,New Orleans,1
288,Texas Beauty Labs,"1,539%",Manufacturing,9.14,Texas,Austin,Austin,2
289,Scientist.com,"1,522%",Health,97.41,California,Solana Beach,San Diego,3
290,Hennessey Digital,"1,522%",Advertising & Marketing,2.63,California,Valencia,Los Angeles,1
291,Meleeo,"1,519%",Business Products & Services,6.12,Florida,Odessa,Tampa,1
